Player 1,Player 2,Player_1_Win,,Player 1,Player 2,Player_1_Win
Roberto Bautista Agut,Adrian Mannarino,1,,Roberto Bautista Agut,Adrian Mannarino,1
Gilles Muller,Guillermo Garcia Lopez,1,,Guillermo Garcia Lopez,Gilles Muller,0
Martin Klizan,Andreas Seppi,1,,Martin Klizan,Andreas Seppi,1
Viktor Troicki,Philipp Kohlschreiber,1,,Philipp Kohlschreiber,Viktor Troicki,0
Roberto Bautista Agut,Filip Krajinovic,1,,Roberto Bautista Agut,Filip Krajinovic,1
Adrian Mannarino,Marius Copil,1,,Marius Copil,Adrian Mannarino,0
Guillermo Garcia Lopez,Mirza Basic,1,,Guillermo Garcia Lopez,Mirza Basic,1
Gilles Muller,Ricardas Berankis,1,,Ricardas Berankis,Gilles Muller,0
Martin Klizan,Lukas Rosol,1,,Martin Klizan,Lukas Rosol,1
Andreas Seppi,Thiemo De Bakker,1,,Thiemo De Bakker,Andreas Seppi,0
Philipp Kohlschreiber,Damir Dzumhur,1,,Philipp Kohlschreiber,Damir Dzumhur,1
Viktor Troicki,Daniel Brands,1,,Daniel Brands,Viktor Troicki,0
Filip Krajinovic,Marsel Ilhan,1,,Filip Krajinovic,Marsel Ilhan,1
Marius Copil,Hyeon Chung,1,,Hyeon Chung,Marius Copil,0
Adrian Mannarino,Evgeny Donskoy,1,,Adrian Mannarino,Evgeny Donskoy,1
Mirza Basic,Yuki Bhambri,1,,Yuki Bhambri,Mirza Basic,0
Ricardas Berankis,Dimitar Kuzmanov,1,,Ricardas Berankis,Dimitar Kuzmanov,1
Gilles Muller,Malek Jaziri,1,,Malek Jaziri,Gilles Muller,0
Martin Klizan,Alexander Lazov,1,,Martin Klizan,Alexander Lazov,1
Lukas Rosol,Robin Haase,1,,Robin Haase,Lukas Rosol,0
Thiemo De Bakker,Matthew Ebden,1,,Thiemo De Bakker,Matthew Ebden,1
Philipp Kohlschreiber,Sergiy Stakhovsky,1,,Sergiy Stakhovsky,Philipp Kohlschreiber,0
Damir Dzumhur,Jiri Vesely,1,,Damir Dzumhur,Jiri Vesely,1
Daniel Brands,Thomas Fabbiano,1,,Thomas Fabbiano,Daniel Brands,0
Dominic Thiem,Nicolas Almagro,1,,Dominic Thiem,Nicolas Almagro,1
Dominic Thiem,Rafael Nadal,1,,Rafael Nadal,Dominic Thiem,0
Nicolas Almagro,David Ferrer,1,,Nicolas Almagro,David Ferrer,1
Rafael Nadal,Paolo Lorenzi,1,,Paolo Lorenzi,Rafael Nadal,0
Dominic Thiem,Dusan Lajovic,1,,Dominic Thiem,Dusan Lajovic,1
Nicolas Almagro,Jo Wilfried Tsonga,1,,Jo Wilfried Tsonga,Nicolas Almagro,0
David Ferrer,Pablo Cuevas,1,,David Ferrer,Pablo Cuevas,1
Rafael Nadal,Juan Monaco,1,,Juan Monaco,Rafael Nadal,0
Paolo Lorenzi,Diego Sebastian Schwartzman,1,,Paolo Lorenzi,Diego Sebastian Schwartzman,1
Dusan Lajovic,John Isner,1,,John Isner,Dusan Lajovic,0
Dominic Thiem,Gastao Elias,1,,Dominic Thiem,Gastao Elias,1
Nicolas Almagro,Federico Delbonis,1,,Federico Delbonis,Nicolas Almagro,0
Jo Wilfried Tsonga,Leonardo Mayer,1,,Jo Wilfried Tsonga,Leonardo Mayer,1
Pablo Cuevas,Santiago Giraldo,1,,Santiago Giraldo,Pablo Cuevas,0
David Ferrer,Renzo Olivo,1,,David Ferrer,Renzo Olivo,1
Juan Monaco,Marco Cecchinato,1,,Marco Cecchinato,Juan Monaco,0
Paolo Lorenzi,Pablo Andujar,1,,Paolo Lorenzi,Pablo Andujar,1
Diego Sebastian Schwartzman,Alexandr Dolgopolov,1,,Alexandr Dolgopolov,Diego Sebastian Schwartzman,0
Dusan Lajovic,Facundo Arguello,1,,Dusan Lajovic,Facundo Arguello,1
Gastao Elias,Daniel Munoz De La Nava,1,,Daniel Munoz De La Nava,Gastao Elias,0
Dominic Thiem,Pablo Carreno Busta,1,,Dominic Thiem,Pablo Carreno Busta,1
Federico Delbonis,Fabio Fognini,1,,Fabio Fognini,Federico Delbonis,0
Nicolas Almagro,Albert Montanes,1,,Nicolas Almagro,Albert Montanes,1
Leonardo Mayer,Guido Pella,1,,Guido Pella,Leonardo Mayer,0
Pablo Cuevas,Albert Ramos,1,,Pablo Cuevas,Albert Ramos,1
Santiago Giraldo,Inigo Cervantes Huegun,1,,Inigo Cervantes Huegun,Santiago Giraldo,0
Renzo Olivo,Facundo Bagnis,1,,Renzo Olivo,Facundo Bagnis,1
Kei Nishikori,Taylor Harry Fritz,1,,Taylor Harry Fritz,Kei Nishikori,0
Kei Nishikori,Sam Querrey,1,,Kei Nishikori,Sam Querrey,1
Taylor Harry Fritz,Ricardas Berankis,1,,Ricardas Berankis,Taylor Harry Fritz,0
Kei Nishikori,Mikhail Kukushkin,1,,Kei Nishikori,Mikhail Kukushkin,1
Sam Querrey,Yoshihito Nishioka,1,,Yoshihito Nishioka,Sam Querrey,0
Ricardas Berankis,Donald Young,1,,Ricardas Berankis,Donald Young,1
Taylor Harry Fritz,Benjamin Becker,1,,Benjamin Becker,Taylor Harry Fritz,0
Kei Nishikori,Ryan Harrison,1,,Kei Nishikori,Ryan Harrison,1
Mikhail Kukushkin,Denis Kudla,1,,Denis Kudla,Mikhail Kukushkin,0
Sam Querrey,Henri Laaksonen,1,,Sam Querrey,Henri Laaksonen,1
Yoshihito Nishioka,Illya Marchenko,1,,Illya Marchenko,Yoshihito Nishioka,0
Ricardas Berankis,Damir Dzumhur,1,,Ricardas Berankis,Damir Dzumhur,1
Donald Young,Marcel Granollers,1,,Marcel Granollers,Donald Young,0
Benjamin Becker,John Millman,1,,Benjamin Becker,John Millman,1
Taylor Harry Fritz,Steve Johnson,1,,Steve Johnson,Taylor Harry Fritz,0
Ryan Harrison,Francis Tiafoe,1,,Ryan Harrison,Francis Tiafoe,1
Mikhail Kukushkin,Luca Vanni,1,,Luca Vanni,Mikhail Kukushkin,0
Denis Kudla,Rajeev Ram,1,,Denis Kudla,Rajeev Ram,1
Henri Laaksonen,Matthew Ebden,1,,Matthew Ebden,Henri Laaksonen,0
Yoshihito Nishioka,Jared Donaldson,1,,Yoshihito Nishioka,Jared Donaldson,1
Illya Marchenko,Samuel Groth,1,,Samuel Groth,Illya Marchenko,0
Damir Dzumhur,Tim Smyczek,1,,Damir Dzumhur,Tim Smyczek,1
Ricardas Berankis,Dudi Sela,1,,Dudi Sela,Ricardas Berankis,0
Marcel Granollers,Malek Jaziri,1,,Marcel Granollers,Malek Jaziri,1
John Millman,Austin Krajicek,1,,Austin Krajicek,John Millman,0
Benjamin Becker,Tommy Paul,1,,Benjamin Becker,Tommy Paul,1
Taylor Harry Fritz,Michael Mmoh,1,,Michael Mmoh,Taylor Harry Fritz,0
Martin Klizan,Gael Monfils,1,,Martin Klizan,Gael Monfils,1
Martin Klizan,Nicolas Mahut,1,,Nicolas Mahut,Martin Klizan,0
Gael Monfils,Philipp Kohlschreiber,1,,Gael Monfils,Philipp Kohlschreiber,1
Nicolas Mahut,Viktor Troicki,1,,Viktor Troicki,Nicolas Mahut,0
Martin Klizan,Roberto Bautista Agut,1,,Martin Klizan,Roberto Bautista Agut,1
Gael Monfils,Alexander Zverev,1,,Alexander Zverev,Gael Monfils,0
Philipp Kohlschreiber,Marin Cilic,1,,Philipp Kohlschreiber,Marin Cilic,1
Nicolas Mahut,Jeremy Chardy,1,,Jeremy Chardy,Nicolas Mahut,0
Viktor Troicki,Hyeon Chung,1,,Viktor Troicki,Hyeon Chung,1
Martin Klizan,Marcos Baghdatis,1,,Marcos Baghdatis,Martin Klizan,0
Roberto Bautista Agut,Jiri Vesely,1,,Roberto Bautista Agut,Jiri Vesely,1
Gael Monfils,Borna Coric,1,,Borna Coric,Gael Monfils,0
Alexander Zverev,Gilles Simon,1,,Alexander Zverev,Gilles Simon,1
Philipp Kohlschreiber,Ivan Dodig,1,,Ivan Dodig,Philipp Kohlschreiber,0
Marin Cilic,Gilles Muller,1,,Marin Cilic,Gilles Muller,1
Jeremy Chardy,Evgeny Donskoy,1,,Evgeny Donskoy,Jeremy Chardy,0
Nicolas Mahut,Teymuraz Gabashvili,1,,Nicolas Mahut,Teymuraz Gabashvili,1
Hyeon Chung,Guillermo Garcia Lopez,1,,Guillermo Garcia Lopez,Hyeon Chung,0
Viktor Troicki,Andrey Kuznetsov,1,,Viktor Troicki,Andrey Kuznetsov,1
Marcos Baghdatis,David Goffin,1,,David Goffin,Marcos Baghdatis,0
Martin Klizan,Tommy Robredo,1,,Martin Klizan,Tommy Robredo,1
Jiri Vesely,Lukas Rosol,1,,Lukas Rosol,Jiri Vesely,0
Roberto Bautista Agut,Joao Sousa,1,,Roberto Bautista Agut,Joao Sousa,1
Gael Monfils,Ernests Gulbis,1,,Ernests Gulbis,Gael Monfils,0
Borna Coric,Thiemo De Bakker,1,,Borna Coric,Thiemo De Bakker,1
Alexander Zverev,Vasek Pospisil,1,,Vasek Pospisil,Alexander Zverev,0
Gilles Simon,Robin Haase,1,,Gilles Simon,Robin Haase,1
Ivan Dodig,Benoit Paire,1,,Benoit Paire,Ivan Dodig,0
Philipp Kohlschreiber,Julien Benneteau,1,,Philipp Kohlschreiber,Julien Benneteau,1
Gilles Muller,Andreas Seppi,1,,Andreas Seppi,Gilles Muller,0
Marin Cilic,Denis Istomin,1,,Marin Cilic,Denis Istomin,1
Sam Querrey,Rajeev Ram,1,,Rajeev Ram,Sam Querrey,0
Sam Querrey,Juan Martin Del Potro,1,,Sam Querrey,Juan Martin Del Potro,1
Rajeev Ram,Grigor Dimitrov,1,,Grigor Dimitrov,Rajeev Ram,0
Sam Querrey,Tim Smyczek,1,,Sam Querrey,Tim Smyczek,1
Juan Martin Del Potro,Jeremy Chardy,1,,Jeremy Chardy,Juan Martin Del Potro,0
Grigor Dimitrov,Adrian Mannarino,1,,Grigor Dimitrov,Adrian Mannarino,1
Rajeev Ram,Benjamin Becker,1,,Benjamin Becker,Rajeev Ram,0
Sam Querrey,Austin Krajicek,1,,Sam Querrey,Austin Krajicek,1
Tim Smyczek,Donald Young,1,,Donald Young,Tim Smyczek,0
Juan Martin Del Potro,John Patrick Smith,1,,Juan Martin Del Potro,John Patrick Smith,1
Jeremy Chardy,Noah Rubin,1,,Noah Rubin,Jeremy Chardy,0
Adrian Mannarino,Tatsuma Ito,1,,Adrian Mannarino,Tatsuma Ito,1
Grigor Dimitrov,Damir Dzumhur,1,,Damir Dzumhur,Grigor Dimitrov,0
Benjamin Becker,Steve Johnson,1,,Benjamin Becker,Steve Johnson,1
Rajeev Ram,Illya Marchenko,1,,Illya Marchenko,Rajeev Ram,0
Austin Krajicek,Kevin Anderson,1,,Austin Krajicek,Kevin Anderson,1
Sam Querrey,Thiemo De Bakker,1,,Thiemo De Bakker,Sam Querrey,0
Tim Smyczek,Taylor Harry Fritz,1,,Tim Smyczek,Taylor Harry Fritz,1
Donald Young,Mikhail Kukushkin,1,,Mikhail Kukushkin,Donald Young,0
John Patrick Smith,Ivo Karlovic,1,,John Patrick Smith,Ivo Karlovic,1
Juan Martin Del Potro,Denis Kudla,1,,Denis Kudla,Juan Martin Del Potro,0
Noah Rubin,Samuel Groth,1,,Noah Rubin,Samuel Groth,1
Jeremy Chardy,Matthew Ebden,1,,Matthew Ebden,Jeremy Chardy,0
Adrian Mannarino,Malek Jaziri,1,,Adrian Mannarino,Malek Jaziri,1
Tatsuma Ito,Dennis Novikov,1,,Dennis Novikov,Tatsuma Ito,0
Damir Dzumhur,Ricardas Berankis,1,,Damir Dzumhur,Ricardas Berankis,1
Grigor Dimitrov,Dudi Sela,1,,Dudi Sela,Grigor Dimitrov,0
Steve Johnson,John Millman,1,,Steve Johnson,John Millman,1
Benjamin Becker,Radu Albot,1,,Radu Albot,Benjamin Becker,0
Illya Marchenko,Marcel Granollers,1,,Illya Marchenko,Marcel Granollers,1
Rajeev Ram,Bernard Tomic,1,,Bernard Tomic,Rajeev Ram,0
Nick Kyrgios,Marin Cilic,1,,Nick Kyrgios,Marin Cilic,1
Marin Cilic,Benoit Paire,1,,Benoit Paire,Marin Cilic,0
Nick Kyrgios,Tomas Berdych,1,,Nick Kyrgios,Tomas Berdych,1
Benoit Paire,Stanislas Wawrinka,1,,Stanislas Wawrinka,Benoit Paire,0
Marin Cilic,Andrey Kuznetsov,1,,Marin Cilic,Andrey Kuznetsov,1
Nick Kyrgios,Richard Gasquet,1,,Richard Gasquet,Nick Kyrgios,0
Tomas Berdych,David Goffin,1,,Tomas Berdych,David Goffin,1
Stanislas Wawrinka,Sergiy Stakhovsky,1,,Sergiy Stakhovsky,Stanislas Wawrinka,0
Benoit Paire,Vincent Millot,1,,Benoit Paire,Vincent Millot,1
Marin Cilic,Robin Haase,1,,Robin Haase,Marin Cilic,0
Andrey Kuznetsov,Quentin Halys,1,,Andrey Kuznetsov,Quentin Halys,1
Nick Kyrgios,Teymuraz Gabashvili,1,,Teymuraz Gabashvili,Nick Kyrgios,0
Richard Gasquet,Ernests Gulbis,1,,Richard Gasquet,Ernests Gulbis,1
David Goffin,Mischa Zverev,1,,Mischa Zverev,David Goffin,0
Tomas Berdych,Alexander Zverev,1,,Tomas Berdych,Alexander Zverev,1
Sergiy Stakhovsky,Feliciano Lopez,1,,Feliciano Lopez,Sergiy Stakhovsky,0
Vincent Millot,Nicolas Mahut,1,,Vincent Millot,Nicolas Mahut,1
Benoit Paire,Simone Bolelli,1,,Simone Bolelli,Benoit Paire,0
Robin Haase,Joao Sousa,1,,Robin Haase,Joao Sousa,1
Andrey Kuznetsov,Lucas Pouille,1,,Lucas Pouille,Andrey Kuznetsov,0
Quentin Halys,David Guez,1,,Quentin Halys,David Guez,1
Teymuraz Gabashvili,Gilles Simon,1,,Gilles Simon,Teymuraz Gabashvili,0
Nick Kyrgios,Vasek Pospisil,1,,Nick Kyrgios,Vasek Pospisil,1
Ernests Gulbis,Kenny De Schepper,1,,Kenny De Schepper,Ernests Gulbis,0
David Goffin,Hyeon Chung,1,,David Goffin,Hyeon Chung,1
Mischa Zverev,Ramkumar Ramanathan,1,,Ramkumar Ramanathan,Mischa Zverev,0
Alexander Zverev,Julien Benneteau,1,,Alexander Zverev,Julien Benneteau,1
Pablo Cuevas,Guido Pella,1,,Guido Pella,Pablo Cuevas,0
Pablo Cuevas,Rafael Nadal,1,,Pablo Cuevas,Rafael Nadal,1
Guido Pella,Dominic Thiem,1,,Dominic Thiem,Guido Pella,0
Rafael Nadal,Alexandr Dolgopolov,1,,Rafael Nadal,Alexandr Dolgopolov,1
Pablo Cuevas,Federico Delbonis,1,,Federico Delbonis,Pablo Cuevas,0
Guido Pella,Daniel Gimeno Traver,1,,Guido Pella,Daniel Gimeno Traver,1
Dominic Thiem,David Ferrer,1,,David Ferrer,Dominic Thiem,0
Rafael Nadal,Nicolas Almagro,1,,Rafael Nadal,Nicolas Almagro,1
Alexandr Dolgopolov,Inigo Cervantes Huegun,1,,Inigo Cervantes Huegun,Alexandr Dolgopolov,0
Pablo Cuevas,Thiago Monteiro,1,,Pablo Cuevas,Thiago Monteiro,1
Federico Delbonis,Paolo Lorenzi,1,,Paolo Lorenzi,Federico Delbonis,0
Daniel Gimeno Traver,Fabio Fognini,1,,Daniel Gimeno Traver,Fabio Fognini,1
Guido Pella,Santiago Giraldo,1,,Santiago Giraldo,Guido Pella,0
Dominic Thiem,Diego Sebastian Schwartzman,1,,Dominic Thiem,Diego Sebastian Schwartzman,1
David Ferrer,Albert Ramos,1,,Albert Ramos,David Ferrer,0
Rafael Nadal,Pablo Carreno Busta,1,,Rafael Nadal,Pablo Carreno Busta,1
Nicolas Almagro,Daniel Munoz De La Nava,1,,Daniel Munoz De La Nava,Nicolas Almagro,0
Inigo Cervantes Huegun,Taro Daniel,1,,Inigo Cervantes Huegun,Taro Daniel,1
Alexandr Dolgopolov,Thomaz Bellucci,1,,Thomaz Bellucci,Alexandr Dolgopolov,0
Thiago Monteiro,Jo Wilfried Tsonga,1,,Thiago Monteiro,Jo Wilfried Tsonga,1
Pablo Cuevas,Facundo Bagnis,1,,Facundo Bagnis,Pablo Cuevas,0
Paolo Lorenzi,Marco Cecchinato,1,,Paolo Lorenzi,Marco Cecchinato,1
Federico Delbonis,Jack Sock,1,,Jack Sock,Federico Delbonis,0
Fabio Fognini,Aljaz Bedene,1,,Fabio Fognini,Aljaz Bedene,1
Daniel Gimeno Traver,Juan Monaco,1,,Juan Monaco,Daniel Gimeno Traver,0
Santiago Giraldo,Gastao Elias,1,,Santiago Giraldo,Gastao Elias,1
Guido Pella,John Isner,1,,John Isner,Guido Pella,0
Dominic Thiem,Pablo Andujar,1,,Dominic Thiem,Pablo Andujar,1
Diego Sebastian Schwartzman,Joao Souza,1,,Joao Souza,Diego Sebastian Schwartzman,0
Albert Ramos,Dusan Lajovic,1,,Albert Ramos,Dusan Lajovic,1
David Ferrer,Nicolas Jarry,1,,Nicolas Jarry,David Ferrer,0
Dominic Thiem,Bernard Tomic,1,,Dominic Thiem,Bernard Tomic,1
Bernard Tomic,Alexandr Dolgopolov,1,,Alexandr Dolgopolov,Bernard Tomic,0
Dominic Thiem,Sam Querrey,1,,Dominic Thiem,Sam Querrey,1
Alexandr Dolgopolov,Robin Haase,1,,Robin Haase,Alexandr Dolgopolov,0
Bernard Tomic,Illya Marchenko,1,,Bernard Tomic,Illya Marchenko,1
Dominic Thiem,Grigor Dimitrov,1,,Grigor Dimitrov,Dominic Thiem,0
Sam Querrey,Taylor Harry Fritz,1,,Sam Querrey,Taylor Harry Fritz,1
Alexandr Dolgopolov,David Ferrer,1,,David Ferrer,Alexandr Dolgopolov,0
Robin Haase,Aljaz Bedene,1,,Robin Haase,Aljaz Bedene,1
Illya Marchenko,Ryan Harrison,1,,Ryan Harrison,Illya Marchenko,0
Bernard Tomic,Adrian Mannarino,1,,Bernard Tomic,Adrian Mannarino,1
Grigor Dimitrov,Donald Young,1,,Donald Young,Grigor Dimitrov,0
Dominic Thiem,Dmitry Tursunov,1,,Dominic Thiem,Dmitry Tursunov,1
Taylor Harry Fritz,Victor Estrella,1,,Victor Estrella,Taylor Harry Fritz,0
Sam Querrey,Kei Nishikori,1,,Sam Querrey,Kei Nishikori,1
David Ferrer,John Millman,1,,John Millman,David Ferrer,0
Alexandr Dolgopolov,Steve Johnson,1,,Alexandr Dolgopolov,Steve Johnson,1
Robin Haase,Luis Patino,1,,Luis Patino,Robin Haase,0
Aljaz Bedene,Ivo Karlovic,1,,Aljaz Bedene,Ivo Karlovic,1
Ryan Harrison,Marin Cilic,1,,Marin Cilic,Ryan Harrison,0
Illya Marchenko,Tommy Paul,1,,Illya Marchenko,Tommy Paul,1
Adrian Mannarino,Tigre Hank,1,,Tigre Hank,Adrian Mannarino,0
Bernard Tomic,Rajeev Ram,1,,Bernard Tomic,Rajeev Ram,1
Grigor Dimitrov,Denis Kudla,1,,Denis Kudla,Grigor Dimitrov,0
Donald Young,Gilles Muller,1,,Donald Young,Gilles Muller,1
Dmitry Tursunov,Samuel Groth,1,,Samuel Groth,Dmitry Tursunov,0
Dominic Thiem,Damir Dzumhur,1,,Dominic Thiem,Damir Dzumhur,1
Taylor Harry Fritz,Jeremy Chardy,1,,Jeremy Chardy,Taylor Harry Fritz,0
Victor Estrella,Lucas Gomez,1,,Victor Estrella,Lucas Gomez,1
Sam Querrey,Dudi Sela,1,,Dudi Sela,Sam Querrey,0
Kei Nishikori,Thiemo De Bakker,1,,Kei Nishikori,Thiemo De Bakker,1
Stanislas Wawrinka,Marcos Baghdatis,1,,Marcos Baghdatis,Stanislas Wawrinka,0
Marcos Baghdatis,Feliciano Lopez,1,,Marcos Baghdatis,Feliciano Lopez,1
Stanislas Wawrinka,Nick Kyrgios,1,,Nick Kyrgios,Stanislas Wawrinka,0
Feliciano Lopez,Novak Djokovic,1,,Feliciano Lopez,Novak Djokovic,1
Marcos Baghdatis,Roberto Bautista Agut,1,,Roberto Bautista Agut,Marcos Baghdatis,0
Nick Kyrgios,Tomas Berdych,1,,Nick Kyrgios,Tomas Berdych,1
Stanislas Wawrinka,Philipp Kohlschreiber,1,,Philipp Kohlschreiber,Stanislas Wawrinka,0
Novak Djokovic,Malek Jaziri,1,,Novak Djokovic,Malek Jaziri,1
Feliciano Lopez,Lukas Rosol,1,,Lukas Rosol,Feliciano Lopez,0
Roberto Bautista Agut,Hyeon Chung,1,,Roberto Bautista Agut,Hyeon Chung,1
Marcos Baghdatis,Vasek Pospisil,1,,Vasek Pospisil,Marcos Baghdatis,0
Nick Kyrgios,Mikhail Kukushkin,1,,Nick Kyrgios,Mikhail Kukushkin,1
Tomas Berdych,Thomas Fabbiano,1,,Thomas Fabbiano,Tomas Berdych,0
Philipp Kohlschreiber,Borna Coric,1,,Philipp Kohlschreiber,Borna Coric,1
Stanislas Wawrinka,Franco Skugor,1,,Franco Skugor,Stanislas Wawrinka,0
Novak Djokovic,Tommy Robredo,1,,Novak Djokovic,Tommy Robredo,1
Malek Jaziri,Mikhail Youzhny,1,,Mikhail Youzhny,Malek Jaziri,0
Lukas Rosol,Yuki Bhambri,1,,Lukas Rosol,Yuki Bhambri,1
Feliciano Lopez,Guillermo Garcia Lopez,1,,Guillermo Garcia Lopez,Feliciano Lopez,0
Roberto Bautista Agut,Simone Bolelli,1,,Roberto Bautista Agut,Simone Bolelli,1
Hyeon Chung,Andreas Seppi,1,,Andreas Seppi,Hyeon Chung,0
Vasek Pospisil,Lucas Pouille,1,,Vasek Pospisil,Lucas Pouille,1
Marcos Baghdatis,Viktor Troicki,1,,Viktor Troicki,Marcos Baghdatis,0
Nick Kyrgios,Martin Klizan,1,,Nick Kyrgios,Martin Klizan,1
Mikhail Kukushkin,Denis Istomin,1,,Denis Istomin,Mikhail Kukushkin,0
Thomas Fabbiano,Leonardo Mayer,1,,Thomas Fabbiano,Leonardo Mayer,1
Tomas Berdych,Joao Sousa,1,,Joao Sousa,Tomas Berdych,0
Philipp Kohlschreiber,Marsel Ilhan,1,,Philipp Kohlschreiber,Marsel Ilhan,1
Borna Coric,Jiri Vesely,1,,Jiri Vesely,Borna Coric,0
Franco Skugor,Teymuraz Gabashvili,1,,Franco Skugor,Teymuraz Gabashvili,1
Stanislas Wawrinka,Sergiy Stakhovsky,1,,Sergiy Stakhovsky,Stanislas Wawrinka,0
Pablo Cuevas,Pablo Carreno Busta,1,,Pablo Cuevas,Pablo Carreno Busta,1
Pablo Cuevas,Dusan Lajovic,1,,Dusan Lajovic,Pablo Cuevas,0
Pablo Carreno Busta,Inigo Cervantes Huegun,1,,Pablo Carreno Busta,Inigo Cervantes Huegun,1
Dusan Lajovic,Gastao Elias,1,,Gastao Elias,Dusan Lajovic,0
Pablo Cuevas,Thiago Monteiro,1,,Pablo Cuevas,Thiago Monteiro,1
Inigo Cervantes Huegun,Federico Delbonis,1,,Federico Delbonis,Inigo Cervantes Huegun,0
Pablo Carreno Busta,Roberto Carballes Baena,1,,Pablo Carreno Busta,Roberto Carballes Baena,1
Dusan Lajovic,Benoit Paire,1,,Benoit Paire,Dusan Lajovic,0
Gastao Elias,Santiago Giraldo,1,,Gastao Elias,Santiago Giraldo,1
Pablo Cuevas,Facundo Bagnis,1,,Facundo Bagnis,Pablo Cuevas,0
Thiago Monteiro,Daniel Munoz De La Nava,1,,Thiago Monteiro,Daniel Munoz De La Nava,1
Inigo Cervantes Huegun,Blaz Rola,1,,Blaz Rola,Inigo Cervantes Huegun,0
Federico Delbonis,Diego Sebastian Schwartzman,1,,Federico Delbonis,Diego Sebastian Schwartzman,1
Pablo Carreno Busta,Daniel Gimeno Traver,1,,Daniel Gimeno Traver,Pablo Carreno Busta,0
Roberto Carballes Baena,Thomaz Bellucci,1,,Roberto Carballes Baena,Thomaz Bellucci,1
Dusan Lajovic,Luca Vanni,1,,Luca Vanni,Dusan Lajovic,0
Santiago Giraldo,Marco Cecchinato,1,,Santiago Giraldo,Marco Cecchinato,1
Gastao Elias,Pablo Andujar,1,,Pablo Andujar,Gastao Elias,0
Facundo Bagnis,Paul Henri Mathieu,1,,Facundo Bagnis,Paul Henri Mathieu,1
Daniel Munoz De La Nava,Maximo Gonzalez,1,,Maximo Gonzalez,Daniel Munoz De La Nava,0
Thiago Monteiro,Nicolas Almagro,1,,Thiago Monteiro,Nicolas Almagro,1
Blaz Rola,Paolo Lorenzi,1,,Paolo Lorenzi,Blaz Rola,0
Inigo Cervantes Huegun,Marcel Granollers,1,,Inigo Cervantes Huegun,Marcel Granollers,1
Diego Sebastian Schwartzman,Horacio Zeballos,1,,Horacio Zeballos,Diego Sebastian Schwartzman,0
Pablo Carreno Busta,Albert Ramos,1,,Pablo Carreno Busta,Albert Ramos,1
Daniel Gimeno Traver,Guilherme Clezar,1,,Guilherme Clezar,Daniel Gimeno Traver,0
Roberto Carballes Baena,Taro Daniel,1,,Roberto Carballes Baena,Taro Daniel,1
Novak Djokovic,Milos Raonic,1,,Milos Raonic,Novak Djokovic,0
Novak Djokovic,Rafael Nadal,1,,Novak Djokovic,Rafael Nadal,1
Milos Raonic,David Goffin,1,,David Goffin,Milos Raonic,0
Novak Djokovic,Jo Wilfried Tsonga,1,,Novak Djokovic,Jo Wilfried Tsonga,1
Rafael Nadal,Kei Nishikori,1,,Kei Nishikori,Rafael Nadal,0
David Goffin,Marin Cilic,1,,David Goffin,Marin Cilic,1
Milos Raonic,Gael Monfils,1,,Gael Monfils,Milos Raonic,0
Novak Djokovic,Feliciano Lopez,1,,Novak Djokovic,Feliciano Lopez,1
David Goffin,Stanislas Wawrinka,1,,Stanislas Wawrinka,David Goffin,0
Rafael Nadal,Alexander Zverev,1,,Rafael Nadal,Alexander Zverev,1
Kei Nishikori,John Isner,1,,John Isner,Kei Nishikori,0
Milos Raonic,Tomas Berdych,1,,Milos Raonic,Tomas Berdych,1
Jo Wilfried Tsonga,Dominic Thiem,1,,Dominic Thiem,Jo Wilfried Tsonga,0
Marin Cilic,Richard Gasquet,1,,Marin Cilic,Richard Gasquet,1
Gael Monfils,Federico Delbonis,1,,Federico Delbonis,Gael Monfils,0
Federico Delbonis,Andy Murray,1,,Federico Delbonis,Andy Murray,1
Tomas Berdych,Borna Coric,1,,Borna Coric,Tomas Berdych,0
Milos Raonic,Bernard Tomic,1,,Milos Raonic,Bernard Tomic,1
Gael Monfils,Albert Ramos,1,,Albert Ramos,Gael Monfils,0
Novak Djokovic,Philipp Kohlschreiber,1,,Novak Djokovic,Philipp Kohlschreiber,1
Feliciano Lopez,Roberto Bautista Agut,1,,Roberto Bautista Agut,Feliciano Lopez,0
Dominic Thiem,Jack Sock,1,,Dominic Thiem,Jack Sock,1
Jo Wilfried Tsonga,Sam Querrey,1,,Sam Querrey,Jo Wilfried Tsonga,0
Rafael Nadal,Fernando Verdasco,1,,Rafael Nadal,Fernando Verdasco,1
Alexander Zverev,Gilles Simon,1,,Gilles Simon,Alexander Zverev,0
John Isner,Adrian Mannarino,1,,John Isner,Adrian Mannarino,1
Kei Nishikori,Steve Johnson,1,,Steve Johnson,Kei Nishikori,0
Richard Gasquet,Alexandr Dolgopolov,1,,Richard Gasquet,Alexandr Dolgopolov,1
Marin Cilic,Leonardo Mayer,1,,Leonardo Mayer,Marin Cilic,0
David Goffin,Guido Pella,1,,David Goffin,Guido Pella,1
Stanislas Wawrinka,Andrey Kuznetsov,1,,Andrey Kuznetsov,Stanislas Wawrinka,0
Novak Djokovic,Bjorn Fratangelo,1,,Novak Djokovic,Bjorn Fratangelo,1
Philipp Kohlschreiber,Denis Kudla,1,,Denis Kudla,Philipp Kohlschreiber,0
Feliciano Lopez,Guillermo Garcia Lopez,1,,Feliciano Lopez,Guillermo Garcia Lopez,1
